TeamID,SEASON,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,HOW_ACQUIRED,TEAM_ID
1610612740,2014,00,Omer Asik,Omer,omer-asik,3,C,7-0,255,"JUL 04, 1986",28.0,4,Fenerbahce,201600,,1610612740
1610612740,2014,00,Jeff Withey,Jeff,jeff-withey,5,C,7-0,222,"MAR 07, 1990",25.0,1,Kansas,203481,,1610612740
1610612740,2014,00,Luke Babbitt,Luke,luke-babbitt,8,F,6-9,225,"JUN 20, 1989",26.0,4,Nevada,202337,,1610612740
1610612740,2014,00,Eric Gordon,Eric,eric-gordon,10,G,6-4,215,"DEC 25, 1988",26.0,6,Indiana,201569,,1610612740
1610612740,2014,00,Jrue Holiday,Jrue,jrue-holiday,11,G,6-4,205,"JUN 12, 1990",25.0,5,UCLA,201950,,1610612740
1610612740,2014,00,Toney Douglas,Toney,toney-douglas,16,G,6-2,195,"MAR 16, 1986",29.0,5,Florida State,201962,,1610612740
1610612740,2014,00,Quincy Pondexter,Quincy,quincy-pondexter,20,F-G,6-7,220,"MAR 10, 1988",27.0,4,Washington,202347,,1610612740
1610612740,2014,00,Anthony Davis,Anthony,anthony-davis,23,F-C,6-10,220,"MAR 11, 1993",22.0,2,Kentucky,203076,,1610612740
1610612740,2014,00,Norris Cole,Norris,norris-cole,30,G,6-2,175,"OCT 13, 1988",26.0,3,Cleveland State,202708,,1610612740
1610612740,2014,00,Jimmer Fredette,Jimmer,jimmer-fredette,32,G,6-2,195,"FEB 25, 1989",26.0,3,Brigham Young,202690,,1610612740
1610612740,2014,00,Ryan Anderson,Ryan,ryan-anderson,33,F,6-10,240,"MAY 06, 1988",27.0,6,California,201583,,1610612740
1610612740,2014,00,Alexis Ajinca,Alexis,alexis-ajinca,42,C,7-2,248,"MAY 06, 1988",27.0,4,Hyeres-Toulon,201582,,1610612740
1610612740,2014,00,Dante Cunningham,Dante,dante-cunningham,44,F,6-8,230,"APR 22, 1987",28.0,5,Villanova,201967,,1610612740
1610612741,2014,00,Aaron Brooks,Aaron,aaron-brooks,0,G,6-0,161,"JAN 14, 1985",30.0,6,Oregon,201166,,1610612741
1610612741,2014,00,Derrick Rose,Derrick,derrick-rose,1,G,6-3,190,"OCT 04, 1988",26.0,5,Memphis,201565,,1610612741
1610612741,2014,00,Doug McDermott,Doug,doug-mcdermott,3,F,6-8,225,"JAN 03, 1992",23.0,R,Creighton,203926,,1610612741
1610612741,2014,00,Kirk Hinrich,Kirk,kirk-hinrich,12,G,6-4,190,"JAN 02, 1981",34.0,11,Kansas,2550,,1610612741
1610612741,2014,00,Joakim Noah,Joakim,joakim-noah,13,C,6-11,232,"FEB 25, 1985",30.0,7,Florida,201149,,1610612741
1610612741,2014,00,Pau Gasol,Pau,pau-gasol,16,F-C,7-0,250,"JUL 06, 1980",34.0,13,FC Barcelona,2200,,1610612741
1610612741,2014,00,Tony Snell,Tony,tony-snell,20,F,6-7,200,"NOV 10, 1991",23.0,1,New Mexico,203503,,1610612741
1610612741,2014,00,Jimmy Butler III,Jimmy,jimmy-butler-iii,21,G-F,6-7,220,"SEP 14, 1989",25.0,3,Marquette,202710,,1610612741
1610612741,2014,00,Taj Gibson,Taj,taj-gibson,22,F,6-9,225,"JUN 24, 1985",30.0,5,Southern California,201959,,1610612741
1610612741,2014,00,Mike Dunleavy,Mike,mike-dunleavy,34,F,6-9,230,"SEP 15, 1980",34.0,12,Duke,2399,,1610612741
1610612741,2014,00,Cameron Bairstow,Cameron,cameron-bairstow,41,F-C,6-9,250,"DEC 07, 1990",24.0,R,New Mexico,203946,,1610612741
1610612741,2014,00,Nikola Mirotic,Nikola,nikola-mirotic,44,F,6-10,220,"FEB 11, 1991",24.0,R,Real Madrid,202703,,1610612741
1610612741,2014,00,Nazr Mohammed,Nazr,nazr-mohammed,48,C,6-10,250,"SEP 05, 1977",37.0,16,Kentucky,1737,,1610612741
1610612741,2014,00,E'Twaun Moore,E'Twaun,etwaun-moore,55,G,6-4,191,"FEB 25, 1989",26.0,3,Purdue,202734,,1610612741
1610612742,2014,00,Amar'e Stoudemire,Amar'e,amare-stoudemire,1,C-F,6-10,245,"NOV 16, 1982",32.0,12,Cypress Creek HS (FL),2405,,1610612742
1610612742,2014,00,Raymond Felton,Raymond,raymond-felton,2,G,6-1,205,"JUN 26, 1984",31.0,9,North Carolina,101109,,1610612742
1610612742,2014,00,Charlie Villanueva,Charlie,charlie-villanueva,3,F,6-11,232,"AUG 24, 1984",30.0,9,Connecticut,101111,,1610612742
1610612742,2014,00,Greg Smith,Greg,greg-smith,4,C,6-10,250,"JAN 08, 1991",24.0,3,Fresno State,202962,,1610612742
1610612742,2014,00,J.J. Barea,J.J.,jj-barea,5,G,6-0,185,"JUN 26, 1984",31.0,8,Northeastern,200826,,1610612742
1610612742,2014,00,Tyson Chandler,Tyson,tyson-chandler,6,C,7-1,240,"OCT 02, 1982",32.0,13,Dominguez HS (CA),2199,,1610612742
1610612742,2014,00,Al-Farouq Aminu,Al-Farouq,al-farouq-aminu,7,F,6-9,215,"SEP 21, 1990",24.0,4,Wake Forest,202329,,1610612742
1610612742,2014,00,Dwight Powell,Dwight,dwight-powell,8,F,6-11,240,"JUL 20, 1991",23.0,R,Stanford,203939,Traded from BOS on 12/18/14,1610612742
1610612742,2014,00,Rajon Rondo,Rajon,rajon-rondo,9,G,6-1,186,"FEB 22, 1986",29.0,8,Kentucky,200765,,1610612742
1610612742,2014,00,Monta Ellis,Monta,monta-ellis,11,G,6-3,185,"OCT 26, 1985",29.0,9,Lanier HS (MS),101145,,1610612742
1610612742,2014,00,Devin Harris,Devin,devin-harris,20,G,6-3,192,"FEB 27, 1983",32.0,10,Wisconsin,2734,,1610612742
1610612742,2014,00,Richard Jefferson,Richard,richard-jefferson,24,F,6-7,234,"JUN 21, 1980",35.0,13,Arizona,2210,,1610612742
1610612742,2014,00,Chandler Parsons,Chandler,chandler-parsons,25,F,6-9,227,"OCT 25, 1988",26.0,3,Florida,202718,,1610612742
1610612742,2014,00,Dirk Nowitzki,Dirk,dirk-nowitzki,41,F,7-0,245,"JUN 19, 1978",37.0,16,DJK Wurzburg,1717,,1610612742
1610612742,2014,00,Bernard James,Bernard,bernard-james,55,C,6-10,235,"FEB 07, 1985",30.0,2,Florida State,203108,,1610612742
1610612743,2014,00,Darrell Arthur,Darrell,darrell-arthur,00,F,6-9,235,"MAR 25, 1988",27.0,6,Kansas,201589,,1610612743
1610612743,2014,00,Ty Lawson,Ty,ty-lawson,3,G,5-11,195,"NOV 03, 1987",27.0,5,North Carolina,201951,,1610612743
1610612743,2014,00,Randy Foye,Randy,randy-foye,4,G,6-4,213,"SEP 24, 1983",31.0,8,Villanova,200751,,1610612743
1610612743,2014,00,Will Barton,Will,will-barton,5,G,6-6,175,"JAN 06, 1991",24.0,2,Memphis,203115,,1610612743
1610612743,2014,00,JJ Hickson,JJ,jj-hickson,7,F-C,6-9,242,"SEP 04, 1988",26.0,6,North Carolina State,201581,,1610612743
1610612743,2014,00,Danilo Gallinari,Danilo,danilo-gallinari,8,F,6-10,225,"AUG 08, 1988",26.0,6,Olimpia Milano,201568,,1610612743
1610612743,2014,00,Erick Green,Erick,erick-green,11,G,6-4,185,"MAY 09, 1991",24.0,R,Virginia Tech,203475,,1610612743
1610612743,2014,00,Gary Harris,Gary,gary-harris,14,G,6-4,210,"SEP 14, 1994",20.0,R,Michigan State,203914,,1610612743
1610612743,2014,00,Ian Clark,Ian,ian-clark,20,G,6-3,180,"MAR 07, 1991",24.0,1,Belmont,203546,,1610612743
1610612743,2014,00,Wilson Chandler,Wilson,wilson-chandler,21,F,6-8,225,"MAY 10, 1987",28.0,7,DePaul,201163,,1610612743
1610612743,2014,00,Jamaal Franklin,Jamaal,jamaal-franklin,22,G,6-5,191,"JUL 21, 1991",23.0,1,San Diego State,203479,,1610612743
1610612743,2014,00,Jusuf Nurkić,Jusuf,jusuf-nurkić,23,C,6-11,280,"AUG 23, 1994",20.0,R,Cedevita,203994,,1610612743
1610612743,2014,00,Jameer Nelson,Jameer,jameer-nelson,28,G,6-0,190,"FEB 09, 1982",33.0,10,St. Joseph's (PA),2749,,1610612743
1610612743,2014,00,Kenneth Faried,Kenneth,kenneth-faried,35,F,6-8,228,"NOV 19, 1989",25.0,3,Morehead State,202702,,1610612743
1610612743,2014,00,Joffrey Lauvergne,Joffrey,joffrey-lauvergne,77,F-C,6-11,220,"SEP 30, 1991",23.0,R,Khimki,203530,,1610612743
1610612744,2014,00,Ognjen Kuzmic,Ognjen,ognjen-kuzmic,1,C,7-0,260,"MAY 16, 1990",25.0,1,Malaga,203136,,1610612744
1610612744,2014,00,Brandon Rush,Brandon,brandon-rush,4,G-F,6-6,220,"JUL 07, 1985",29.0,6,Kansas,201575,,1610612744
1610612744,2014,00,Marreese Speights,Marreese,marreese-speights,5,C-F,6-10,255,"AUG 04, 1987",27.0,6,Florida,201578,,1610612744
1610612744,2014,00,Justin Holiday,Justin,justin-holiday,7,G,6-6,185,"APR 05, 1989",26.0,1,Washington,203200,,1610612744
1610612744,2014,00,Andre Iguodala,Andre,andre-iguodala,9,G-F,6-6,215,"JAN 28, 1984",31.0,10,Arizona,2738,,1610612744
1610612744,2014,00,David Lee,David,david-lee,10,F-C,6-9,245,"APR 29, 1983",32.0,9,Florida,101135,,1610612744
1610612744,2014,00,Klay Thompson,Klay,klay-thompson,11,G,6-7,215,"FEB 08, 1990",25.0,3,Washington State,202691,,1610612744
1610612744,2014,00,Andrew Bogut,Andrew,andrew-bogut,12,C,7-0,260,"NOV 28, 1984",30.0,9,Utah,101106,,1610612744
1610612744,2014,00,Leandro Barbosa,Leandro,leandro-barbosa,19,G,6-3,194,"NOV 28, 1982",32.0,11,Bauru,2571,,1610612744
1610612744,2014,00,James Michael McAdoo,James Michael,james-michael-mcadoo,20,F,6-9,230,"JAN 04, 1993",22.0,R,North Carolina,203949,,1610612744
1610612744,2014,00,Draymond Green,Draymond,draymond-green,23,F,6-7,230,"MAR 04, 1990",25.0,2,Michigan State,203110,#35 Pick in 2012 Draft,1610612744
1610612744,2014,00,Stephen Curry,Stephen,stephen-curry,30,G,6-3,190,"MAR 14, 1988",27.0,5,Davidson,201939,#7 Pick in 2009 Draft,1610612744
1610612744,2014,00,Festus Ezeli,Festus,festus-ezeli,31,C,6-11,265,"OCT 21, 1989",25.0,2,Vanderbilt,203105,,1610612744
1610612744,2014,00,Shaun Livingston,Shaun,shaun-livingston,34,G,6-7,192,"SEP 11, 1985",29.0,9,Peoria Central HS (IL),2733,,1610612744
1610612744,2014,00,Harrison Barnes,Harrison,harrison-barnes,40,F,6-8,225,"MAY 30, 1992",23.0,2,North Carolina,203084,,1610612744
1610612745,2014,00,Trevor Ariza,Trevor,trevor-ariza,1,F,6-8,215,"JUN 30, 1985",29.0,10,UCLA,2772,,1610612745
1610612745,2014,00,Patrick Beverley,Patrick,patrick-beverley,2,G,6-1,210,"JUL 12, 1988",26.0,2,Arkansas,201976,,1610612745
1610612745,2014,00,Nick Johnson,Nick,nick-johnson,3,G,6-3,202,"DEC 22, 1992",22.0,R,Arizona,203910,,1610612745
1610612745,2014,00,Josh Smith,Josh,josh-smith,5,F,6-9,225,"DEC 05, 1985",29.0,10,Oak Hill Academy (VA),2746,,1610612745
1610612745,2014,00,Terrence Jones,Terrence,terrence-jones,6,F,6-9,255,"JAN 09, 1992",23.0,2,Kentucky,203093,,1610612745
1610612745,2014,00,Joey Dorsey,Joey,joey-dorsey,8,C-F,6-9,275,"DEC 16, 1983",31.0,3,Memphis,201595,,1610612745
1610612745,2014,00,Pablo Prigioni,Pablo,pablo-prigioni,9,G,6-3,185,"MAY 17, 1977",38.0,2,Baskonia,203143,,1610612745
1610612745,2014,00,Dwight Howard,Dwight,dwight-howard,12,C,6-11,275,"DEC 08, 1985",29.0,10,SW Atlanta Christian Academy (GA),2730,,1610612745
1610612745,2014,00,James Harden,James,james-harden,13,G,6-5,225,"AUG 26, 1989",25.0,5,Arizona State,201935,,1610612745
1610612745,2014,00,Clint Capela,Clint,clint-capela,15,C,6-10,240,"MAY 18, 1994",21.0,R,Elan Chalon,203991,,1610612745
1610612745,2014,00,Kostas Papanikolaou,Kostas,kostas-papanikolaou,16,F,6-8,235,"JUL 31, 1990",24.0,R,FC Barcelona,203123,,1610612745
1610612745,2014,00,Donatas Motiejunas,Donatas,donatas-motiejunas,20,F-C,7-0,255,"SEP 20, 1990",24.0,2,Lithuania,202700,,1610612745
1610612745,2014,00,Jason Terry,Jason,jason-terry,31,G,6-2,185,"SEP 15, 1977",37.0,15,Arizona,1891,,1610612745
1610612745,2014,00,KJ McDaniels,KJ,kj-mcdaniels,32,G-F,6-6,205,"FEB 09, 1993",22.0,R,Clemson,203909,,1610612745
1610612745,2014,00,Corey Brewer,Corey,corey-brewer,33,G-F,6-9,186,"MAR 05, 1986",29.0,7,Florida,201147,,1610612745
1610612746,2014,00,Glen Davis,Glen,glen-davis,0,F-C,6-9,289,"JAN 01, 1986",29.0,7,Louisiana State,201175,,1610612746
1610612746,2014,00,Jordan Hamilton,Jordan,jordan-hamilton,1,G-F,6-7,220,"OCT 06, 1990",24.0,3,Texas,202706,,1610612746
1610612746,2014,00,Chris Paul,Chris,chris-paul,3,G,6-0,175,"MAY 06, 1985",30.0,9,Wake Forest,101108,,1610612746
1610612746,2014,00,JJ Redick,JJ,jj-redick,4,G,6-4,190,"JUN 24, 1984",31.0,8,Duke,200755,,1610612746
1610612746,2014,00,DeAndre Jordan,DeAndre,deandre-jordan,6,C,6-11,265,"JUL 21, 1988",26.0,6,Texas A&M,201599,,1610612746
1610612746,2014,00,Spencer Hawes,Spencer,spencer-hawes,10,F-C,7-1,245,"APR 28, 1988",27.0,7,Washington,201150,,1610612746
1610612746,2014,00,Jamal Crawford,Jamal,jamal-crawford,11,G,6-5,200,"MAR 20, 1980",35.0,14,Michigan,2037,,1610612746
1610612746,2014,00,Ekpe Udoh,Ekpe,ekpe-udoh,13,F,6-10,245,"MAY 20, 1987",28.0,4,Baylor,202327,,1610612746
1610612746,2014,00,Lester Hudson,Lester,lester-hudson,14,G,6-3,190,"AUG 07, 1984",30.0,3,Tennessee-Martin,201991,,1610612746
1610612746,2014,00,Hedo Turkoglu,Hedo,hedo-turkoglu,15,F,6-10,220,"MAR 19, 1979",36.0,14,Efes Pilsen,2045,,1610612746
1610612746,2014,00,Matt Barnes,Matt,matt-barnes,22,F,6-7,226,"MAR 09, 1980",35.0,11,UCLA,2440,,1610612746
1610612746,2014,00,Austin Rivers,Austin,austin-rivers,25,G,6-4,200,"AUG 01, 1992",22.0,2,Duke,203085,,1610612746
1610612746,2014,00,C.J. Wilcox,C.J.,cj-wilcox,30,G,6-5,195,"DEC 30, 1990",24.0,R,Washington,203912,,1610612746
1610612746,2014,00,Dahntay Jones,Dahntay,dahntay-jones,31,G-F,6-6,225,"DEC 27, 1980",34.0,10,Duke,2563,,1610612746
1610612746,2014,00,Blake Griffin,Blake,blake-griffin,32,F,6-10,251,"MAR 16, 1989",26.0,4,Oklahoma,201933,,1610612746
1610612747,2014,00,Nick Young,Nick,nick-young,0,F-G,6-7,210,"JUN 01, 1985",30.0,7,Southern California,201156,,1610612747
1610612747,2014,00,Wayne Ellington,Wayne,wayne-ellington,2,G,6-4,200,"NOV 29, 1987",27.0,5,North Carolina,201961,,1610612747
1610612747,2014,00,Ryan Kelly,Ryan,ryan-kelly,4,F,6-11,230,"APR 09, 1991",24.0,1,Duke,203527,,1610612747
1610612747,2014,00,Carlos Boozer,Carlos,carlos-boozer,5,F,6-9,258,"NOV 20, 1981",33.0,12,Duke,2430,,1610612747
1610612747,2014,00,Jordan Clarkson,Jordan,jordan-clarkson,6,G,6-5,185,"JUN 07, 1992",23.0,R,Missouri,203903,,1610612747
1610612747,2014,00,Ronnie Price,Ronnie,ronnie-price,9,G,6-2,190,"JUN 21, 1983",32.0,9,Utah Valley,101179,,1610612747
1610612747,2014,00,Wesley Johnson,Wesley,wesley-johnson,11,F,6-7,215,"JUL 11, 1987",27.0,4,Syracuse,202325,,1610612747
1610612747,2014,00,Vander Blue,Vander,vander-blue,12,G,6-4,200,"JUL 17, 1992",22.0,1,Marquette,203505,,1610612747
1610612747,2014,00,Jabari Brown,Jabari,jabari-brown,15,G,6-5,214,"DEC 18, 1992",22.0,R,Missouri,203913,,1610612747
1610612747,2014,00,Jeremy Lin,Jeremy,jeremy-lin,17,G,6-3,200,"AUG 23, 1988",26.0,4,Harvard,202391,,1610612747
1610612747,2014,00,Ed Davis,Ed,ed-davis,21,F,6-10,240,"JUN 05, 1989",26.0,4,North Carolina,202334,,1610612747
1610612747,2014,00,Kobe Bryant,Kobe,kobe-bryant,24,G,6-6,212,"AUG 23, 1978",36.0,18,Lower Merion HS (PA),977,,1610612747
1610612747,2014,00,Jordan Hill,Jordan,jordan-hill,27,C,6-10,235,"JUL 27, 1987",27.0,5,Arizona,201941,,1610612747
1610612747,2014,00,Tarik Black,Tarik,tarik-black,28,C-F,6-11,257,"NOV 22, 1991",23.0,R,Kansas,204028,,1610612747
1610612747,2014,00,Julius Randle,Julius,julius-randle,30,F,6-9,250,"NOV 29, 1994",20.0,R,Kentucky,203944,,1610612747
1610612747,2014,00,Robert Sacre,Robert,robert-sacre,50,C,7-0,270,"JUN 06, 1989",26.0,2,Gonzaga,203135,,1610612747
1610612748,2014,00,Chris Bosh,Chris,chris-bosh,1,C,6-11,235,"MAR 24, 1984",31.0,11,Georgia Tech,2547,,1610612748
1610612748,2014,00,Dwyane Wade,Dwyane,dwyane-wade,3,G,6-4,220,"JAN 17, 1982",33.0,11,Marquette,2548,,1610612748
1610612748,2014,00,Josh McRoberts,Josh,josh-mcroberts,4,F,6-10,240,"FEB 28, 1987",28.0,7,Duke,201177,,1610612748
1610612748,2014,00,Henry Walker,Henry,henry-walker,5,F,6-6,235,"OCT 09, 1987",27.0,4,Kansas State,201611,,1610612748
1610612748,2014,00,Goran Dragic,Goran,goran-dragic,7,G,6-3,190,"MAY 06, 1986",29.0,6,Union Olimpija,201609,,1610612748
1610612748,2014,00,Tyler Johnson,Tyler,tyler-johnson,8,G,6-3,190,"MAY 07, 1992",23.0,R,Fresno State,204020,,1610612748
1610612748,2014,00,Luol Deng,Luol,luol-deng,9,F,6-9,220,"APR 16, 1985",30.0,10,Duke,2736,,1610612748
1610612748,2014,00,Chris Andersen,Chris,chris-andersen,11,F-C,6-10,245,"JUL 07, 1978",36.0,12,Blinn J.C.,2365,,1610612748
1610612748,2014,00,Zoran Dragic,Zoran,zoran-dragic,12,G-F,6-5,200,"JUN 22, 1989",26.0,R,Malaga,204054,,1610612748
1610612748,2014,00,Shabazz Napier,Shabazz,shabazz-napier,13,G,6-1,175,"JUL 14, 1991",23.0,R,Connecticut,203894,,1610612748
1610612748,2014,00,Mario Chalmers,Mario,mario-chalmers,15,G,6-2,190,"MAY 19, 1986",29.0,6,Kansas,201596,,1610612748
1610612748,2014,00,Hassan Whiteside,Hassan,hassan-whiteside,21,C,7-0,265,"JUN 13, 1989",26.0,2,Marshall,202355,,1610612748
1610612748,2014,00,Michael Beasley,Michael,michael-beasley,30,F,6-10,235,"JAN 09, 1989",26.0,6,Kansas State,201563,,1610612748
1610612748,2014,00,James Ennis III,James,james-ennis-iii,32,F,6-7,208,"JUL 01, 1990",24.0,R,Cal State-Long Beach,203516,,1610612748
1610612748,2014,00,Udonis Haslem,Udonis,udonis-haslem,40,F,6-8,235,"JUN 09, 1980",35.0,11,Florida,2617,,1610612748
1610612749,2014,00,O.J. Mayo,O.J.,oj-mayo,00,G,6-5,210,"NOV 05, 1987",27.0,6,Southern California,201564,,1610612749
1610612749,2014,00,Johnny O'Bryant III,Johnny,johnny-obryant-iii,3,F,6-9,265,"JUN 01, 1993",22.0,R,Louisiana State,203948,,1610612749
1610612749,2014,00,Michael Carter-Williams,Michael,michael-carter-williams,5,G,6-6,190,"OCT 10, 1991",23.0,1,Syracuse,203487,,1610612749
1610612749,2014,00,Ersan Ilyasova,Ersan,ersan-ilyasova,7,F,6-10,235,"MAY 15, 1987",28.0,6,FC Barcelona,101141,,1610612749
1610612749,2014,00,Jared Dudley,Jared,jared-dudley,9,F-G,6-7,225,"JUL 10, 1985",29.0,7,Boston College,201162,,1610612749
1610612749,2014,00,Tyler Ennis,Tyler,tyler-ennis,11,G,6-3,175,"AUG 24, 1994",20.0,R,Syracuse,203898,,1610612749
1610612749,2014,00,Jabari Parker,Jabari,jabari-parker,12,F,6-8,240,"MAR 15, 1995",20.0,R,Duke,203953,,1610612749
1610612749,2014,00,Jorge Gutierrez,Jorge,jorge-gutierrez,13,G,6-3,195,"DEC 27, 1988",26.0,1,California,203268,,1610612749
